Lemma	PoS	Freq(ipm)	R	D	Doc
борщ	s	9.1	92	88	361
борьба	s	190.5	100	94	6371
босоножка	s	2.5	73	89	145
босс	s	10.5	87	84	364
бостон	s	3.4	74	89	179
босяк	s	1.8	61	83	92
ботаник	s	1.8	65	86	110
ботаника	s	2.4	76	88	153
ботва	s	2.3	58	86	115
ботик	s	0.8	36	81	47
ботинок	s	39.1	98	93	1180
ботиночек	s	1.1	51	86	80
ботокс	s	0.4	8	46	8
ботфорт	s	0.9	36	80	44
боулинг	s	2.2	41	68	78
боцман	s	5.2	50	72	76
бочка	s	26.6	98	92	827
бочок	s	3.0	69	89	194
бочонок	s	2.8	72	84	140
боязнь	s	8.2	99	95	505
боян	s	0.4	17	64	21
боярин	s	10.8	74	70	171
боярство	s	0.4	19	73	20
боярыня	s	1.0	39	80	56
боярышник	s	1.5	52	85	88
боярышня	s	0.6	11	19	11
бравада	s	1.2	51	86	85
брага	s	2.0	53	83	81
брадобрей	s	0.4	21	70	23
бражка	s	0.7	29	77	39
бразда	s	1.1	56	88	91
бразилец	s	4.4	56	83	180
брак	s	58.6	100	88	1434
браконьер	s	2.2	70	84	119
брань	s	5.9	91	92	348
браслет	s	6.7	91	89	290
браслетик	s	0.4	23	74	27
брасс	s	0.7	37	83	44
брат	s	203.0	100	95	3497
братан	s	3.1	54	79	118
братание	s	0.8	47	87	63
братва	s	5.1	68	81	157
братец	s	14.7	95	89	513
братик	s	2.1	60	85	104
братишка	s	3.6	78	85	184
братия	s	6.6	91	86	334
браток	s	4.4	75	84	181
братство	s	10.4	95	92	542
братуха	s	1.2	5	31	7
братушка	s	0.6	26	75	31
браузер	s	0.6	25	74	31
браунинг	s	2.6	58	85	97
брахман	s	1.4	23	56	30
бревно	s	22.6	98	90	653
бревнышко	s	1.1	42	84	71
брег	s	0.6	35	81	48
бред	s	21.2	99	93	894
бредень	s	0.6	20	67	28
бредни	s	1.4	58	88	102
брезент	s	6.5	80	88	252
брейк	s	0.4	24	79	28
брелок	s	1.4	57	86	90
бремя	s	12.3	98	92	798
бренд	s	6.1	57	84	271
бренди	s	1.1	39	77	49
бренность	s	0.9	51	88	70
бретелька	s	0.9	45	87	67
бретер	s	0.4	20	73	25
брех	s	0.4	12	52	13
брехня	s	1.3	47	84	79
брехун	s	0.4	22	75	26
брешь	s	2.7	83	92	199
бриг	s	0.6	22	68	29
бригада	s	50.1	99	94	1415
бригадир	s	19.1	92	86	453
бридж	s	1.0	41	84	61
бриджи	s	0.4	23	72	26
бриз	s	1.2	55	87	80
брикет	s	1.2	57	88	76
бриллиант	s	9.6	93	92	422
брильянт	s	0.7	34	70	39
британец	s	3.0	64	86	188
бритва	s	8.2	92	91	418
бритье	s	3.0	81	89	184
брифинг	s	1.9	49	86	131
бричка	s	1.6	38	68	49
бровка	s	2.2	69	87	126
бровь	s	41.6	98	91	1080
брод	s	3.1	62	83	112
бродяга	s	7.4	89	89	334
бродяжка	s	0.6	36	83	39
брожение	s	2.3	68	85	131
бройлер	s	0.6	22	66	31
брокер	s	3.0	57	76	127
брокколи	s	0.7	24	64	28
бром	s	0.8	43	81	55
бромид	s	0.4	13	62	30
броневик	s	1.8	55	80	91
бронза	s	6.7	95	93	408
бронх	s	1.4	48	65	65
бронхит	s	1.2	60	88	89
бронь	s	2.8	73	89	157
броня	s	8.1	94	86	321
бросание	s	0.6	28	76	44
бросок	s	8.5	92	92	407
брошка	s	1.2	51	87	80
брошь	s	1.3	61	88	79
брошюра	s	7.3	96	93	373
брошюрка	s	1.6	63	89	116
брус	s	2.8	77	90	162
брусника	s	2.6	66	82	105
брусок	s	3.2	74	83	143
брусочек	s	0.6	28	68	30
бруствер	s	3.6	44	55	66
брусчатка	s	1.5	57	85	99
брыжейка	s	0.5	5	26	5
брызги	s	9.0	88	90	447
брынза	s	0.6	27	78	35
брэнд	s	5.9	50	82	205
брэндинг	s	0.5	12	50	12
брюзга	s	0.4	32	83	35
брюзжание	s	0.5	31	83	38
брюква	s	0.5	32	83	36
брюки	s	37.2	98	92	1085
брюнет	s	2.4	75	88	146
брюнетка	s	4.4	82	83	210
брют	s	0.9	18	58	22
брюхо	s	10.7	94	89	472
брючина	s	0.6	33	82	48
брючки	s	1.6	58	87	106
брюшина	s	1.2	26	34	31
брюшко	s	6.9	70	43	165
бубен	s	2.9	59	85	124
бубенец	s	1.0	43	81	59
бубенчик	s	1.3	43	78	64
бублик	s	3.6	65	78	118
бубна	s	0.8	32	73	39
бугай	s	1.7	48	81	78
бугор	s	10.1	86	85	359
бугорок	s	4.1	72	78	161
будда	s	7.5	84	84	208
буддист	s	2.2	69	84	117
буденовка	s	0.6	32	81	41
будильник	s	7.1	89	90	329
будка	s	15.6	91	89	556
будни	s	8.7	97	94	594
будочка	s	0.8	37	81	53
будуар	s	0.9	39	81	48
будущее	s	131.4	100	96	5116
буек	s	0.7	28	75	36
буерак	s	0.4	22	73	27
буженина	s	0.4	26	79	30
бузина	s	2.2	65	81	104
буйвол	s	2.3	48	61	80
буйство	s	2.4	81	91	175
бука	s	0.4	25	80	30
букашка	s	1.7	63	86	120
буква	s	63.5	100	95	1987
букварь	s	1.6	59	82	85
букет	s	20.5	98	94	844
букетик	s	2.8	71	89	167
букинист	s	1.0	43	81	52
буклет	s	3.3	67	88	220
букля	s	0.6	29	78	39
букмекер	s	0.5	14	53	18
буковка	s	1.8	62	72	104
буколика	s	0.4	10	31	10
буксир	s	4.5	76	84	170
булава	s	0.8	40	85	53
булавка	s	4.9	87	89	270
булат	s	5.7	66	76	149
булка	s	4.8	88	90	263
буллит	s	1.2	12	36	15
булочка	s	4.7	83	90	239
булочная	s	3.9	78	88	213
булочник	s	0.6	36	82	40
булыга	s	1.0	17	45	18
булыжник	s	5.6	83	88	277
бульвар	s	21.8	96	93	730
бульдог	s	2.1	56	84	104
бульдозер	s	7.4	90	71	287
бульканье	s	1.2	44	85	96
бульон	s	12.2	94	62	315
бумага	s	155.8	100	96	3570
бумажка	s	37.8	97	92	1211
бумажник	s	7.3	76	86	276
бумажонка	s	0.4	21	78	23
бумеранг	s	1.5	52	83	92
бунгало	s	0.5	28	78	36
бундесвер	s	0.6	24	78	34
бундестаг	s	0.6	25	72	34
бункер	s	5.2	82	88	191
бунт	s	11.8	98	91	551
бунтарь	s	1.9	69	88	134
бунтовщик	s	1.2	49	85	74
бунчук	s	0.4	16	69	18
бура	s	1.3	54	78	85
бурак	s	0.7	21	70	21
буран	s	4.1	72	78	148
бурбон	s	1.1	44	84	56
бурда	s	1.5	63	87	102
бурдюк	s	0.6	19	56	25
бурелом	s	1.2	51	78	68
бурение	s	5.6	59	78	186
буренка	s	0.7	32	78	46
буржуа	s	1.6	61	87	106
буржуазия	s	5.7	84	86	247
буржуй	s	3.1	77	89	169
буржуйка	s	1.6	56	83	85
бурка	s	2.4	61	83	103
бурлак	s	1.4	47	81	69
буровая	s	0.8	35	80	40
бурт	s	0.4	19	63	20
бурун	s	0.8	36	80	53
бурундук	s	0.7	24	76	27
бурьян	s	3.5	68	87	178
буря	s	20.1	100	94	867
бурят	s	1.0	34	73	46
бусина	s	1.1	34	76	49
бусинка	s	1.3	57	88	90
бусы	s	4.3	80	88	214
бутан	s	0.4	18	74	21
бутафория	s	1.1	53	88	79
бутерброд	s	14.4	95	92	610
бутик	s	5.8	73	86	285
бутон	s	4.6	70	63	159
бутса	s	0.7	34	82	44
бутылка	s	117.1	99	92	2143
бутылочка	s	8.4	93	91	425
бутыль	s	5.6	83	90	249
буфер	s	3.9	67	74	190
буфет	s	20.0	95	91	709
буфетчик	s	0.8	31	80	37
буфетчица	s	4.0	72	88	171
буффонада	s	0.5	23	78	35
буханка	s	4.2	76	89	206
бухгалтер	s	15.5	97	91	665
бухта	s	8.4	90	89	262
бухточка	s	0.5	25	75	31
бухучет	s	0.7	33	81	51
буча	s	0.5	31	83	38
бушлат	s	4.9	60	83	131
буян	s	1.5	27	65	39
быдло	s	2.1	71	88	124
былина	s	1.7	54	84	92
былинка	s	0.9	44	84	70
былое	s	1.5	69	89	109
быль	s	2.1	68	89	142
былье	s	0.4	29	82	37
быстрота	s	8.7	97	94	506
бытие	s	40.9	100	87	1213
бытность	s	2.9	82	90	210
бытование	s	0.9	43	85	72
бытовик	s	0.5	17	69	19
бытовка	s	0.7	32	80	46
бытовуха	s	0.5	29	79	32
бычок	s	5.9	89	90	280
бьюик	s	0.4	19	72	20
бэби	s	0.6	32	82	40
бэтээр	s	0.9	30	69	34
бюджет	s	126.0	98	89	4092
бюджетник	s	6.5	55	86	316
бюллетень	s	10.9	96	83	471
бюргер	s	0.8	42	80	56
бюро	s	30.4	100	93	1158
бюрократ	s	5.0	87	90	297
бюст	s	7.4	97	92	361
бюстик	s	0.5	21	66	26
бяка	s	0.7	34	79	47
в	pr	31374.2	100	98	37865
вага	s	1.5	14	42	17
вагина	s	0.6	20	68	24
вагон	s	70.9	100	93	1365
вагонетка	s	1.6	42	79	54
вагонка	s	1.4	31	50	46
вагончик	s	3.7	76	88	173
важность	s	20.3	98	92	1253
ваза	s	14.3	100	93	660
вазелин	s	1.0	45	83	65
вазон	s	1.1	38	80	57
вазочка	s	2.8	76	90	184
вайнах	s	0.4	18	73	21
вакансия	s	5.8	87	88	301
вакса	s	0.8	36	81	50
вакуум	s	6.8	90	87	397
вакханка	s	0.4	20	76	28
вакцина	s	18.4	56	71	213
валежник	s	1.1	48	84	67
валек	s	1.9	27	29	30
валенок	s	15.2	89	89	520
валериана	s	0.9	41	83	53
валет	s	2.3	60	85	115
валидол	s	2.1	61	84	120
валик	s	3.4	75	84	175
валка	s	0.7	28	69	34
валок	s	0.8	29	70	37
валторна	s	0.7	32	76	42
валуй	s	0.7	12	40	12
валун	s	6.0	91	90	259
вальдшнеп	s	0.8	18	55	20
валькирия	s	1.1	43	72	52
вальс	s	8.2	91	91	354
валюта	s	29.1	98	92	1043
валютчик	s	0.4	23	78	25
вампир	s	4.0	76	71	149
вампирша	s	1.1	7	7	8
ванадий	s	0.5	24	76	34
вандал	s	1.2	57	85	73
ванилин	s	0.4	16	67	18
ваниль	s	1.2	49	86	68
ванна	s	22.0	100	93	850
ванная	s	26.2	93	91	821
ванночка	s	1.7	50	73	85
варан	s	0.5	22	64	25
варвар	s	5.0	87	89	231
варган	s	0.6	4	16	6
варево	s	2.3	67	87	146
варежка	s	4.2	76	87	213
варенец	s	0.5	10	36	10
вареник	s	3.2	51	46	76
варенье	s	12.9	92	79	464
вариант	s	154.1	100	92	5662
вариация	s	8.5	92	87	489
варка	s	3.8	74	62	129
варна	s	0.8	24	70	35
варьете	s	1.2	40	83	55
варяг	s	4.8	78	69	167
василиск	s	0.7	21	63	26
вассал	s	1.6	44	68	62
вата	s	8.2	96	91	428
ватага	s	2.3	66	77	104
ватка	s	1.2	47	85	81
ватман	s	1.9	58	80	106
ватник	s	7.1	80	86	268
ватрушка	s	0.9	40	83	60
ватт	s	0.9	35	67	47
ваучер	s	1.6	48	86	99
вафля	s	1.5	47	70	70
вахмистр	s	0.5	16	59	16
вахта	s	11.0	86	83	286
вахтенный	s	2.9	28	55	40
вахтер	s	4.1	76	87	174
вахтерша	s	1.6	43	80	63
ваххабит	s	2.3	36	62	66
ваяние	s	0.4	23	74	29
ваятель	s	0.7	41	85	50
вблизи	pr	12.9	98	92	715
введение	s	51.6	97	86	2463
ввиду	pr	15.2	99	91	868
ввод	s	15.5	82	87	721
ввоз	s	6.3	67	86	320
вглубь	pr	0.6	35	83	45
вдавление	s	0.7	4	19	4
вдова	s	21.5	99	94	819
вдовец	s	2.2	68	89	136
вдовство	s	0.4	26	80	28
вдовушка	s	0.4	21	76	30
вдоль	pr	66.7	100	94	2008
вдох	s	5.1	88	89	247
вегетация	s	1.0	28	73	50
веданта	s	0.4	8	46	8
ведение	s	41.3	99	87	1925
ведерко	s	2.6	72	89	150
ведомо	s	3.9	90	92	259
ведомость	s	9.3	98	92	500
ведомство	s	49.6	98	91	2289
ведомый	s	1.8	57	70	84
ведро	s	34.1	98	92	1104
ведущая	s	3.5	72	79	169
ведущий	s	10.3	96	90	514
ведьма	s	12.1	93	87	395
веер	s	6.6	91	92	385
вездеход	s	3.9	66	83	131
везение	s	4.4	92	93	295
везенье	s	0.6	30	80	38
везунчик	s	0.6	37	84	46
веко	s	20.3	99	92	868
вексель	s	9.9	71	73	191
вектор	s	12.8	82	80	534
веление	s	2.9	85	92	224
велик	s	0.7	39	84	53
великан	s	6.3	90	90	297
величие	s	17.2	100	91	831
величина	s	58.6	99	86	2342
велосипед	s	23.1	99	93	842
вельбот	s	0.6	10	56	12
вельвет	s	0.5	29	81	41
вельможа	s	3.0	69	83	136
вена	s	23.7	100	80	695
венгерка	s	0.4	27	79	29
венгр	s	2.5	69	89	146
венеролог	s	0.5	22	75	27
венец	s	9.6	99	85	467
вензель	s	1.7	65	88	106
веник	s	7.7	90	89	367
венок	s	9.1	94	92	422
веночек	s	0.6	34	79	37
вентиль	s	3.9	54	42	99
венчание	s	4.5	76	79	149
венчик	s	2.5	66	80	125
вепрь	s	0.7	27	76	33
вера	s	165.1	100	90	2845
веранда	s	13.5	90	90	407
верба	s	1.7	53	84	73
верблюд	s	11.2	95	83	366
вербовка	s	2.5	60	78	107
вербовщик	s	0.6	26	76	32
вердикт	s	4.1	74	83	263
веревка	s	31.8	99	91	951
веревочка	s	5.9	90	91	334
вереница	s	4.9	93	92	307
вереск	s	1.4	40	71	59
веретено	s	4.2	45	29	70
верея	s	0.6	19	72	22
верзила	s	3.2	64	68	110
верига	s	0.7	38	83	52
верлибр	s	1.8	31	54	36
вермахт	s	2.8	52	74	91
вермишель	s	1.0	50	86	67
вермут	s	1.4	45	81	67
вернисаж	s	2.5	69	88	148
верность	s	20.5	98	92	998
верняк	s	0.4	24	79	28
верование	s	2.9	77	87	180
версия	s	54.4	100	93	2428
верста	s	15.6	96	90	547
верстак	s	2.5	56	80	104
верстка	s	2.5	66	83	115
вертел	s	1.6	53	85	92
вертеп	s	1.2	52	82	75
вертикаль	s	10.6	94	91	633
вертолет	s	38.7	97	89	872
вертухай	s	1.1	36	76	48
вертушка	s	2.7	67	88	137
верующая	s	0.5	31	82	38
верующий	s	12.1	94	78	489
верфь	s	2.5	50	72	96
верх	s	29.4	100	96	1400
верховой	s	1.0	30	61	37
верховье	s	2.1	58	77	100
верхотура	s	1.0	41	84	65
верхушка	s	15.7	99	92	741
вершина	s	62.6	98	69	1517
вершинка	s	0.4	21	76	25
вершитель	s	1.0	53	86	74
вершок	s	2.0	64	88	129
веселие	s	0.9	45	82	64
веселость	s	2.3	71	90	165
веселье	s	14.2	97	95	738
весельчак	s	1.7	71	90	136
весло	s	9.9	86	84	280
весна	s	91.3	100	96	3202
веснушка	s	3.9	73	89	207
весомость	s	0.8	48	87	68
вест	s	0.5	31	83	38
вестерн	s	1.0	34	72	43
вестибюль	s	10.6	88	91	404
вестник	s	9.4	91	88	487
вестовой	s	0.7	28	80	30
весточка	s	2.2	71	90	145
весть	s	21.4	99	94	1075
весы	s	14.2	97	90	623
весь	s	8.2	96	95	544
ветвление	s	1.0	17	64	34
ветврач	s	0.7	15	59	20
ветвь	s	33.0	99	85	1202
ветер	s	140.3	100	93	2716
ветеран	s	29.0	99	91	1348
ветеринар	s	4.0	81	83	167
ветерок	s	12.0	96	91	582
ветка	s	39.7	99	91	1193
ветла	s	0.9	34	79	47
вето	s	2.5	66	87	158
веточка	s	7.0	98	93	399
ветошь	s	1.7	62	87	110
ветрило	s	0.5	33	83	38
ветровал	s	0.4	13	53	17
ветровка	s	0.7	35	83	42
ветрогон	s	1.2	9	26	10
ветряк	s	0.4	21	76	22
ветрянка	s	0.7	31	79	39
ветхость	s	0.9	50	87	72
ветчина	s	5.0	90	91	259
веха	s	5.3	85	91	362
вече	s	1.2	46	80	64
вечер	s	335.4	100	95	5441
вечеринка	s	10.9	92	93	575
вечерка	s	1.4	56	80	88
вечерня	s	1.2	35	56	67
вечерок	s	2.5	79	91	191
вечеря	s	2.0	43	60	80
вечность	s	23.1	99	84	898
вешалка	s	8.8	91	90	449
вешка	s	0.9	27	76	38
вещание	s	5.2	63	85	220
вещатель	s	0.5	20	72	22
вещество	s	69.3	100	84	1910
вещица	s	3.6	87	92	244
вещичка	s	2.6	77	90	159
вещмешок	s	3.1	49	71	90
вещь	s	242.5	100	97	5410
веяние	s	4.0	87	87	259
вживание	s	0.5	33	80	38
взамен	pr	5.6	96	95	397
взбучка	s	0.6	35	84	42
взвесь	s	1.4	43	71	80
взвизг	s	0.7	33	80	40
взвод	s	21.1	96	84	467
взводный	s	2.2	39	64	57
взгляд	s	323.8	100	96	6774
взгорок	s	1.1	36	77	61
взгорье	s	0.8	37	81	51
вздор	s	5.2	86	85	228
вздох	s	20.8	93	91	829
вздутие	s	0.8	41	68	45
взимание	s	2.7	54	82	178
взлет	s	12.8	97	93	689
взлом	s	1.3	62	89	98
взломщик	s	0.7	34	80	45
взмах	s	6.0	92	91	343
взморье	s	1.7	58	86	94
взнос	s	17.8	94	86	672
взор	s	23.5	98	93	1062
взрослый	s	43.4	100	95	1623
взрыв	s	56.3	100	94	1715
взрывание	s	0.4	14	55	19
взрывник	s	0.8	24	71	28
взыскание	s	14.8	85	75	446
взятие	s	5.5	97	93	348
взятка	s	21.5	99	93	810
взяточник	s	2.2	71	88	148
виагра	s	0.6	24	78	30
виадук	s	0.4	23	78	26
вибратор	s	0.8	34	72	39
вибрация	s	6.1	92	92	321
вибрион	s	0.4	14	69	24
виварий	s	0.6	26	76	36
вигвам	s	0.4	21	70	25
видак	s	0.5	21	73	27
видение	s	27.0	99	93	1196
виденье	s	0.8	43	86	59
видео	s	7.5	89	89	418
видеоклип	s	0.8	32	81	55
видеоряд	s	0.6	34	80	42
видеофон	s	0.7	10	29	11
видик	s	0.8	42	82	48
видимость	s	19.5	100	95	1168
видок	s	0.6	32	77	38
виза	s	15.7	96	92	615
визави	s	0.5	35	85	45
визажист	s	1.0	35	80	57
византиец	s	0.7	24	68	31
визг	s	10.3	90	90	509
визирь	s	1.4	23	41	29
визит	s	49.8	100	90	1816
визитер	s	2.6	79	89	166
визитка	s	3.6	78	89	166
викарий	s	0.7	27	78	37
викинг	s	1.9	66	89	103
виконт	s	0.6	28	80	34
викторина	s	1.3	56	86	83
вилка	s	16.0	97	92	708
вилла	s	10.4	92	92	445
вилочка	s	0.7	34	79	46
вилы	s	3.2	81	88	188
вина	s	54.6	100	96	2098
винегрет	s	2.1	72	90	129
винил	s	0.5	18	57	25
вино	s	80.9	100	95	1907
виновник	s	8.5	99	94	557
виновница	s	1.0	54	89	81
виновный	s	7.4	94	89	467
виноград	s	10.4	99	92	476
винодел	s	0.7	33	78	44
виноделие	s	0.6	28	76	34
винокур	s	0.8	27	72	34
винт	s	9.4	96	92	394
винтик	s	3.7	81	71	177
винтовка	s	20.0	92	88	471
винцо	s	1.6	57	86	111
винчестер	s	1.2	39	76	48
виньетка	s	0.8	45	84	58
виола	s	1.5	30	63	44
вираж	s	3.5	84	91	207
виразол	s	0.5	5	31	7
вирион	s	2.5	13	56	67
виртуоз	s	3.8	73	67	172
вирус	s	106.5	97	68	747
вирусемия	s	0.6	7	56	18
вирши	s	1.0	50	85	68
виселица	s	3.1	76	89	164
висельник	s	0.6	33	80	39
виски	s	14.2	92	91	522
висмут	s	0.4	16	72	20
висок	s	18.0	93	90	702
висяк	s	0.4	21	77	30
витамин	s	18.6	99	88	600
виток	s	5.8	93	93	375
витраж	s	3.5	73	85	150
витрина	s	19.0	98	94	815
витязь	s	6.5	69	55	152
вихор	s	1.7	68	90	131
вихрь	s	9.7	97	92	464
вишенка	s	0.4	29	81	35
вишня	s	7.5	94	87	344
вклад	s	43.0	97	88	1908
вкладка	s	1.0	35	78	56
вкладчик	s	6.6	71	85	246
вкладыш	s	1.3	52	85	78
вклейка	s	0.4	26	76	31
включая	pr	58.6	100	92	3093
включение	s	21.5	93	85	1197
вкруг	pr	0.9	47	86	68
вкус	s	78.9	100	96	2719
вкусности	s	0.8	41	81	58
влага	s	14.1	100	93	745
влагалище	s	4.9	52	54	69
владелец	s	63.2	100	93	2871
владелица	s	2.2	75	90	164
владение	s	19.3	99	90	1041
владыка	s	25.4	94	70	425
владычица	s	1.4	50	77	77
влажность	s	7.2	85	86	400
власовец	s	1.0	39	79	48
властелин	s	3.4	79	90	200
власть	s	435.6	100	93	8885
влечение	s	6.7	96	71	267
вливание	s	2.3	72	88	170
влияние	s	114.9	100	89	4292
вложение	s	13.3	86	90	792
вместо	pr	155.7	100	97	5324
вмятина	s	2.5	69	88	151
вне	pr	59.4	100	95	2781
внедрение	s	29.4	87	88	1507
внесение	s	20.2	68	75	958
внешность	s	24.2	100	95	1009
внизу	pr	1.1	55	88	93
внимание	s	286.0	100	97	9306
вниманье	s	0.4	25	80	28
внук	s	38.6	100	94	1448
внутри	pr	63.4	100	95	2984
внутрь	pr	9.8	100	95	605
